,title,studio,gross,total theaters,opening gross,opening theaters,release
631,"$11,092,426,656",-,,,,,
632,"$15,891,729",-,,,,,
633,,,,,,,
634,"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,
635,,,,,,,
636,Li'l Quinquin,KL,7192.0,2.0,3204.0,1.0,2015-01-02
637,Hungry Hearts,IFC,6921.0,6.0,1869.0,2.0,2015-06-05
638,The Sisterhood of Night,Free,6870.0,10.0,5264.0,10.0,2015-04-10
639,Dreams Rewired,Icar.,6863.0,4.0,,,2015-11-12
640,Steve McQueen: The Man & Le Mans,FR,6843.0,2.0,4079.0,2.0,2015-11-13
641,Capture the Flag,Par.,6690.0,20.0,6690.0,20.0,2015-12-04
642,Horse Money,CGld,6508.0,1.0,3409.0,1.0,2015-07-24
643,The Suicide Theory,Free,6434.0,10.0,5229.0,10.0,2015-07-10
644,Arabian Nights: Volume 2 - The Desolate One,KL,6398.0,3.0,,,2015-12-11
645,Alleluia,MBox,6334.0,3.0,2712.0,3.0,2015-07-17
646,The Night of the Shooting Stars (Re-issue),Cohen,6186.0,1.0,4414.0,1.0,2015-08-12
647,Barely Lethal,A24,6075.0,22.0,,,2015-04-30
648,Marquise of O,FM,6048.0,2.0,,,2015-03-27
649,"Sex, Death and Bowling",Mont.,5972.0,3.0,50.0,1.0,2015-10-30
650,Gabriel,Osci.,5917.0,3.0,2124.0,1.0,2015-06-19
651,Medeas,TVC,5895.0,2.0,3025.0,1.0,2015-01-16
652,Top Spin,FRun,5858.0,4.0,2177.0,1.0,2015-08-21
653,Shout Gladi Gladi,ICir,5839.0,2.0,5046.0,2.0,2015-10-02
654,Black November,P4,5782.0,,,,2015-01-09
655,The Wanted 18,KL,5680.0,2.0,4973.0,2.0,2015-06-19
656,Tu Dors Nicole,Kino,5662.0,1.0,,,2015-05-29
657,This Isn't Funny,CFF,5654.0,1.0,690.0,1.0,2015-11-06
658,Chic!,Distrib.,5587.0,1.0,587.0,1.0,2015-05-01
659,Our Man in Tehran,FRun,5573.0,3.0,1640.0,1.0,2015-05-15
660,The Living,Mont.,5514.0,4.0,74.0,1.0,2015-04-03
661,Far from Men,Trib.,5336.0,2.0,,,2015-05-01
662,She's Lost Control,MR,5319.0,1.0,900.0,1.0,2015-03-20
663,From Mayerling to Sarajevo (2015 re-issue),FDesk,5247.0,1.0,5247.0,1.0,2015-03-27
664,The Dead Lands,Magn.,5240.0,3.0,1327.0,3.0,2015-04-17
665,The Princess of France,CGld,5212.0,1.0,,,2015-06-26
666,Death Valley,Indic.,5211.0,2.0,4344.0,2.0,2015-10-16
667,On War,Indic.,5086.0,2.0,2210.0,1.0,2015-11-20
668,A Reason,Indic.,5010.0,3.0,1690.0,3.0,2015-08-28
669,SBK The-Movie,HanM,4950.0,6.0,2650.0,6.0,2015-04-03
670,Gerontophilia,Strand,4916.0,1.0,1927.0,1.0,2015-05-01
671,Guidance,Strand,4900.0,2.0,,,2015-08-21
672,Miss Hill: Making Dance Matter,FRun,4706.0,1.0,2560.0,1.0,2015-01-23
673,Jenny's Wedding,IFC,4704.0,2.0,2254.0,2.0,2015-07-31
674,Against the Sun,TAFC,4646.0,11.0,3023.0,11.0,2015-01-23
675,Ashby,TFA,4631.0,15.0,4631.0,15.0,2015-09-25
676,Seeds of Time,KL,4630.0,2.0,,,2015-05-22
677,Arabian Nights: Volume 3 - The Enchanted One,KL,4502.0,3.0,,,2015-12-18
678,The Summer of Sangaile,Strand,4480.0,2.0,453.0,1.0,2015-11-20
679,"Farewell, Herr Schwarz",KL,4445.0,2.0,,,2015-01-09
680,Club Life,Orch.,4444.0,7.0,,,2015-05-29
681,Back to the Jurassic,CJ,4351.0,8.0,,,2015-06-12
682,Days of Grace,Libre,4308.0,1.0,2213.0,1.0,2015-05-01
683,Set Fire to the Stars,Strand,4280.0,3.0,1132.0,1.0,2015-06-12
684,La Navaja de Don Juan,Indic.,4254.0,2.0,2330.0,2.0,2015-10-09
685,Three Night Stand,Free,4076.0,10.0,2538.0,10.0,2015-01-16
686,Salvation Army,Strand,3929.0,1.0,2433.0,1.0,2015-01-23
687,Unfreedom,DFL,3778.0,8.0,,,2015-05-29
688,The Free Speech Apocalypse,PMD,3726.0,5.0,,,2015-11-05
689,In the Basement,Strand,3643.0,1.0,748.0,1.0,2015-11-06
690,Fidelio: Alice's Odyssey,FRun,3580.0,2.0,454.0,1.0,2015-07-17
691,That Sugar Film,Gold.,3500.0,10.0,3500.0,10.0,2015-07-31
692,Hyena,Trib.,3401.0,6.0,,,2015-05-01
693,Mi America,IH,3330.0,1.0,3330.0,1.0,2015-10-16
694,Know How,FRun,3323.0,2.0,2414.0,2.0,2015-05-15
695,Drunk Wedding,PARAIN,3301.0,16.0,3301.0,16.0,2015-05-22
696,Windsor Drive,Indic.,3256.0,2.0,2160.0,2.0,2015-08-28
697,blackhats (2015),R1,3216.0,1.0,2482.0,1.0,2015-10-23
698,Xenia,Strand,3181.0,3.0,358.0,1.0,2015-10-09
699,The Iron Ministry,Icar.,3159.0,3.0,896.0,3.0,2015-08-21
700,Moana With Sound (2015 re-issue),KL,2993.0,4.0,2274.0,1.0,2015-11-13
701,Julia (2015),TD,2710.0,5.0,2110.0,5.0,2015-10-23
702,Chocolat (2015 re-release),FILMDESK,2710.0,1.0,2710.0,1.0,2015-09-18
703,Body,Osci.,2634.0,1.0,2457.0,1.0,2015-12-11
704,Hayride 2,Free,2571.0,10.0,1668.0,10.0,2015-03-06
705,L.A. Slasher,AD,2421.0,7.0,2421.0,7.0,2015-06-26
706,Anita Ho,Indic.,2250.0,1.0,2250.0,1.0,2015-02-27
707,The Lady in the Car with Glasses and a Gun,Magn.,2167.0,2.0,297.0,2.0,2015-12-18
708,Me You and Five Bucks,Indic.,2105.0,2.0,862.0,2.0,2015-09-25
709,Sneakerheadz,SD,1903.0,3.0,1903.0,3.0,2015-08-07
710,The Other Man: F.W. de Klerk and the End of Apartheid in South Africa,FRun,1747.0,1.0,1153.0,1.0,2015-02-06
711,Dark Forest,ZKS,1739.0,1.0,1739.0,1.0,2015-08-21
712,The Looking Glass,FRun,1711.0,2.0,107.0,2.0,2015-10-23
713,Drown,Strand,1631.0,1.0,860.0,1.0,2015-08-28
714,Cut Snake,Mont.,1625.0,3.0,55.0,1.0,2015-10-07
715,Forever (2015),Mont.,1598.0,1.0,,,2015-09-11
716,Stations of the Cross,FM,1505.0,1.0,688.0,1.0,2015-07-10
717,Making Rounds,FRun,1484.0,1.0,1056.0,1.0,2015-10-30
718,Along the Roadside,Indic.,1352.0,,965.0,,2015-03-27
719,3 Nights in the Desert,Mont.,1297.0,2.0,234.0,2.0,2015-02-06
720,Skin Trade,Magn.,1242.0,1.0,162.0,1.0,2015-05-08
721,El Nino,Distrib.,1237.0,1.0,245.0,1.0,2015-04-17
722,Childless,Mont.,1036.0,1.0,732.0,1.0,2015-05-15
723,They are We,Icar.,900.0,1.0,590.0,1.0,2015-06-26
724,Thanks to My Friends,Distrib.,889.0,1.0,587.0,1.0,2015-12-11
725,Big Muddy,Mont.,881.0,3.0,147.0,2.0,2015-01-23
726,REC 4: Apocalypse,Magn.,837.0,5.0,708.0,5.0,2015-01-02
727,It's All So Quiet (Boven is het stil),BWP,724.0,1.0,362.0,1.0,2015-01-09
728,Tough Being Loved By Jerks,KL,697.0,7.0,,,2015-03-13
729,United Passions,Scre.,607.0,10.0,607.0,10.0,2015-06-05
730,The Chambermaid,FM,315.0,1.0,,,2015-05-29
731,Lou! Journal infime,Distrib.,287.0,1.0,88.0,1.0,2015-04-24
732,Paranoid Girls,,78.0,1.0,54.0,1.0,2015-11-13
733,Confession of a Child of the Century,Cohen,74.0,1.0,68.0,1.0,2015-09-25
734,,,,,,,
735,"$11,092,426,656",-,,,,,
736,"$15,891,729",-,,,,,
737,,,,,,,
738,"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,
739,,,,,,,
740,Deadpool,Fox,360274059.0,3856.0,132434639.0,3558.0,2016-02-12
741,Batman v Superman: Dawn of Justice,WB,312780395.0,4256.0,166007347.0,4242.0,2016-03-25
742,Zootopia,BV,308701111.0,3959.0,75063401.0,3827.0,2016-03-04
743,Kung Fu Panda 3,Fox,141348518.0,3987.0,41282042.0,3955.0,2016-01-29
744,The Jungle Book (2016),BV,119000894.0,4028.0,103261464.0,4028.0,2016-04-15
745,Ride Along 2,Uni.,90862685.0,3192.0,35243095.0,3175.0,2016-01-15
746,10 Cloverfield Lane,Par.,69995023.0,3427.0,24727437.0,3391.0,2016-03-11
747,The Divergent Series: Allegiant,LG/S,64230527.0,3740.0,29027348.0,3740.0,2016-03-18
748,London Has Fallen,Focus,61470583.0,3492.0,21635601.0,3490.0,2016-03-04
749,Miracles from Heaven,TriS,57353292.0,3155.0,14812393.0,3047.0,2016-03-16
750,13 Hours: The Secret Soldiers of Benghazi,Par.,52853219.0,2917.0,16194738.0,2389.0,2016-01-15
751,My Big Fat Greek Wedding 2,Uni.,52714845.0,3179.0,17861950.0,3133.0,2016-03-25
752,How to Be Single,WB,46843513.0,3357.0,17878911.0,3343.0,2016-02-12
753,The Boss,Uni.,41916760.0,3495.0,23586645.0,3480.0,2016-04-08
754,Risen,Sony,36732506.0,2915.0,11801271.0,2915.0,2016-02-19
755,The Boy (2016),STX,35819556.0,2671.0,10778392.0,2671.0,2016-01-22
756,Dirty Grandpa,LGF,35593113.0,2912.0,11111875.0,2912.0,2016-01-22
757,The 5th Wave,Sony,34650223.0,2908.0,10326356.0,2908.0,2016-01-22
758,Gods of Egypt,LG/S,30901075.0,3117.0,14123903.0,3117.0,2016-02-26
759,"Hail, Caesar!",Uni.,30080225.0,2248.0,11355225.0,2232.0,2016-02-05
760,Zoolander 2,Par.,28848693.0,3418.0,13841146.0,3394.0,2016-02-12
761,The Finest Hours,BV,27569558.0,3143.0,10288932.0,3143.0,2016-01-29
762,The Forest,Focus,26594261.0,2509.0,12741176.0,2451.0,2016-01-08
763,The Witch,A24,25044102.0,2204.0,8800230.0,2046.0,2016-02-19
764,Barbershop: The Next Cut,WB,23153028.0,2661.0,20242415.0,2661.0,2016-04-15
765,Whiskey Tango Foxtrot,Par.,22949680.0,2413.0,7450275.0,2374.0,2016-03-04
766,Race (2016),Focus,19107650.0,2387.0,7353922.0,2369.0,2016-02-19
767,The Choice,LGF,18730891.0,2631.0,6050443.0,2631.0,2016-02-05
768,God's Not Dead 2,PFR,17508881.0,2419.0,7623662.0,2419.0,2016-04-01
769,Norm of the North,LGF,17062499.0,2411.0,6844137.0,2411.0,2016-01-15
770,Eddie the Eagle,Fox,15643222.0,2044.0,6084682.0,2042.0,2016-02-26
771,Eye in the Sky,BST,13443681.0,1089.0,113803.0,5.0,2016-03-11
772,Triple 9,ORF,12639297.0,2205.0,6109085.0,2205.0,2016-02-26
773,Fifty Shades of Black,ORF,11686940.0,2075.0,5900528.0,2075.0,2016-01-29
774,"Hello, My Name is Doris",RAtt.,10908317.0,979.0,84986.0,4.0,2016-03-11
775,Pride and Prejudice and Zombies,SGem,10907291.0,2931.0,5324240.0,2931.0,2016-02-05
776,The Perfect Match,LGF,9631480.0,925.0,4294232.0,925.0,2016-03-11
777,Meet the Blacks,Free,8456345.0,1015.0,4055940.0,1015.0,2016-04-01
778,Hardcore Henry,STX,8453859.0,3015.0,5107604.0,3015.0,2016-04-08
779,Criminal (2016),LG/S,6900972.0,2683.0,5767278.0,2683.0,2016-04-15
780,The Brothers Grimsby,Sony,6874837.0,2235.0,3258327.0,2235.0,2016-03-11
781,The Young Messiah,Focus,6466257.0,1769.0,3294876.0,1761.0,2016-03-11
782,Where to Invade Next,Drft.,3801054.0,308.0,897034.0,308.0,2016-02-12
783,The Mermaid (Mei ren yu),Sony,3232685.0,106.0,985052.0,35.0,2016-02-19
784,Midnight Special,WB,3218406.0,521.0,190012.0,5.0,2016-03-18
785,The Other Side of the Door,Fox,3000342.0,585.0,1211210.0,546.0,2016-03-04
786,2016 Oscar Nominated Short Films,Shrts.,2816816.0,260.0,559502.0,123.0,2016-01-29
787,Ip Man 3,WGUSA,2679437.0,115.0,784839.0,103.0,2016-01-22
788,Kapoor & Sons - Since 1921,FIP,2607036.0,153.0,986992.0,143.0,2016-03-18
789,Demolition,FoxS,1908296.0,862.0,1100042.0,854.0,2016-04-08
790,Busco Novio Para Mi Mujer,LGF,1741889.0,357.0,902457.0,357.0,2016-02-19
791,Everybody Wants Some!!,Par.,1612396.0,134.0,312355.0,19.0,2016-03-30
792,Neerja,FIP,1585687.0,121.0,626528.0,73.0,2016-02-19
793,I Saw the Light,SPC,1536726.0,741.0,45471.0,5.0,2016-03-25
794,Jane Got a Gun,Wein.,1513793.0,1210.0,835572.0,1210.0,2016-01-29
795,Fan,Yash,1357212.0,280.0,1357212.0,280.0,2016-04-15
796,The Little Prince,EOne,1248077.0,163.0,116927.0,52.0,2016-02-12
797,Embrace of the Serpent,Osci.,1220819.0,93.0,50955.0,3.0,2016-02-17
798,Lazer Team,Ampl.,1186426.0,35.0,108586.0,35.0,2016-01-27
799,Wazir,Relbig.,1124045.0,111.0,586028.0,111.0,2016-01-08
800,Patterns of Evidence: The Exodus,Thinking Man,925576.0,652.0,,,2016-01-19
801,Ki & Ka,Eros,857986.0,148.0,539521.0,148.0,2016-04-01
802,The Monkey King 2 in 3D,CL,709982.0,38.0,166391.0,38.0,2016-02-05
803,Chongqing Hot Pot,CL,667373.0,46.0,201960.0,20.0,2016-04-01
804,Miles Ahead,SPC,618280.0,47.0,114530.0,4.0,2016-04-01
805,The Bronze,SPC,615654.0,1167.0,386328.0,1167.0,2016-03-18
806,Knight of Cups,BG,548665.0,68.0,60551.0,4.0,2016-03-04
807,City of Gold,IFC,539724.0,50.0,62959.0,4.0,2016-03-11
808,Fitoor,UTV,528799.0,147.0,347164.0,147.0,2016-02-12
809,The Boy and the Beast,FUN,490643.0,123.0,274247.0,122.0,2016-03-04
810,Remember (US Release),A24,488592.0,60.0,20489.0,2.0,2016-03-11
811,Detective Chinatown (Tang ren jie tan an),CL,474252.0,36.0,280281.0,33.0,2016-01-15
812,Only Yesterday (2016 re-release),GK,452447.0,44.0,14970.0,1.0,2016-01-01
813,Born to be Blue (US Release),IFC,420595.0,79.0,46184.0,3.0,2016-03-25
814,Saturday's Warrior,Purd.,409010.0,28.0,96041.0,9.0,2016-04-01
815,Marguerite,Cohen,400770.0,46.0,19924.0,3.0,2016-03-11
816,Dough,Men.,361546.0,10.0,50871.0,9.0,2016-02-12
817,My Golden Days,Magn.,218255.0,32.0,26847.0,3.0,2016-03-18
818,Ho Mann Jahaan,Eros,208611.0,23.0,77548.0,19.0,2016-01-01
819,El Clan,Fox,201227.0,19.0,12519.0,3.0,2016-03-18
820,The Masked Saint,Free,182695.0,482.0,123839.0,482.0,2016-01-08
821,The Wave,Magn.,170465.0,37.0,60321.0,33.0,2016-03-04
822,Beauty and the Beast (2016 re-issue),Jan.,160215.0,3.0,8264.0,1.0,2016-02-12
823,Born to be Blue,EOne,151926.0,23.0,14069.0,23.0,2016-03-04
824,Touched with Fire,RAtt.,146487.0,67.0,16816.0,6.0,2016-02-12
825,The Invitation,Drft.,144140.0,19.0,67877.0,10.0,2016-04-08
826,Rams (Hrútar),Cohen,141922.0,10.0,13289.0,3.0,2016-02-03
827,April and the Extraordinary World,GK,138439.0,25.0,11413.0,1.0,2016-03-25
828,Psycho-Pass: The Movie,FUN,138366.0,161.0,,,2016-03-15
829,Tumbledown,SM,135026.0,55.0,7331.0,2.0,2016-02-05
830,Krisha,A24,131439.0,26.0,9880.0,2.0,2016-03-18
831,Chimes at Midnight (2016 re-release),Jan.,126724.0,4.0,20480.0,2.0,2016-01-01
832,Spirits' Homecoming,PM&E,125616.0,17.0,10012.0,2.0,2016-03-11
833,A War,Magn.,121577.0,30.0,9095.0,5.0,2016-02-12
834,Caged No More,Free,114959.0,116.0,69372.0,116.0,2016-01-22
835,Dictator,Eros,104734.0,19.0,30593.0,19.0,2016-01-13
836,The First Monday in May,Magn.,99242.0,20.0,99242.0,20.0,2016-04-15
837,Aferim!,BWP,99002.0,8.0,15892.0,5.0,2016-01-22
838,Requiem for the American Dream,TFC,98703.0,12.0,,,2016-01-29
839,Francofonia,MBox,91990.0,8.0,22083.0,2.0,2016-04-01
840,,,,,,,
841,"$2,385,378,982",-,,,,,
842,"$12,108,523",-,,,,,
843,,,,,,,
844,"Data as of:  Today  Today in 2016  Jan. 31, 2016  Feb. 29, 2016  Mar. 31, 2016  Apr. 30, 2016  May 31, 2016  Jun. 30, 2016  Jul. 31, 2016  Aug. 31, 2016  Sep. 30, 2016  Oct. 31, 2016  Nov. 30, 2016  Dec. 31, 2016  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2016  2017  )","Data as of:  Today  Today in 2016  Jan. 31, 2016  Feb. 29, 2016  Mar. 31, 2016  Apr. 30, 2016  May 31, 2016  Jun. 30, 2016  Jul. 31, 2016  Aug. 31, 2016  Sep. 30, 2016  Oct. 31, 2016  Nov. 30, 2016  Dec. 31, 2016  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2016  2017  )",,,,,
845,,,,,,,
846,Green Room,A24,87984.0,3.0,87984.0,3.0,2016-04-15
847,Vaxxed: From Cover-Up to Catastrophe,Libre,81588.0,4.0,28339.0,1.0,2016-04-01
848,Saala Khadoos,UTV,76931.0,70.0,76931.0,70.0,2016-01-29
849,Sing Street,Wein.,73558.0,5.0,63573.0,5.0,2016-04-15
850,Colliding Dreams,ICir,69961.0,14.0,16438.0,4.0,2016-03-04
851,Sweet 20,CJ,69766.0,6.0,24715.0,4.0,2016-03-11
852,Mountains May Depart,KL,65960.0,12.0,5550.0,1.0,2016-02-12
853,Trapped (2016),Abr.,63241.0,8.0,17626.0,3.0,2016-03-04
854,Creative Control,Magn.,62480.0,72.0,6964.0,3.0,2016-03-11
855,DONGJU: The Portrait of a Poet,CJ,56184.0,5.0,17724.0,5.0,2016-04-01
856,Regression,W/Dim.,55039.0,100.0,33915.0,100.0,2016-02-05
857,Louder than Bombs,Orch.,54402.0,15.0,24259.0,4.0,2016-04-08
858,High Strung (2016),Pala.,53447.0,100.0,40708.0,100.0,2016-04-08
859,The Club,MBox,52761.0,14.0,6514.0,2.0,2016-02-05
860,The Last Man on the Moon,Grav.,52482.0,14.0,30880.0,13.0,2016-02-26
861,King Georges,IFC,51663.0,10.0,15031.0,4.0,2016-02-26
862,Ran (2016 re-issue),Rialto,51496.0,5.0,11462.0,1.0,2016-02-26
863,Like for Likes,CJ,50839.0,18.0,25107.0,18.0,2016-02-26
864,In the Shadow of Women,Distrib.,50291.0,4.0,10431.0,2.0,2016-01-15
865,The Treasure,SDS,48490.0,5.0,13624.0,3.0,2016-01-08
866,Cemetery of Splendor,Strand,48385.0,6.0,7780.0,2.0,2016-03-04
867,A Melody to Remember,CJ,44263.0,13.0,,,2016-01-29
868,Mastizaade,Eros,43403.0,46.0,29878.0,46.0,2016-01-29
869,"New York, New York (2016)",CL,42239.0,16.0,42239.0,16.0,2016-04-15
870,Too Late,Vanishing,38751.0,5.0,7000.0,1.0,2016-03-18
871,Sweet Bean,KL,38489.0,6.0,4630.0,1.0,2016-03-18
872,The Dark Horse,BG,37906.0,10.0,8152.0,2.0,2016-04-01
873,Trust Fund,Trans,36885.0,4.0,18023.0,4.0,2016-01-08
874,Vita Activa: The Spirit of Hannah Arendt,Zeit.,36192.0,1.0,13244.0,1.0,2016-04-06
875,Until Forever,Linn,35839.0,8.0,12445.0,5.0,2016-02-12
876,Mr. Right,FCW,34694.0,35.0,25369.0,35.0,2016-04-08
877,Eisenstein in Guanajuato,Strand,34282.0,5.0,9823.0,4.0,2016-02-05
878,Monster Hunt,FR,32766.0,45.0,21074.0,45.0,2016-01-22
879,Fireworks Wednesday,GMI,31243.0,3.0,6132.0,1.0,2016-03-18
880,Songs My Brothers Taught Me,KL,30217.0,4.0,3430.0,1.0,2016-03-02
881,Troublemakers: The Story of Land Art,FRun,28316.0,5.0,5424.0,4.0,2016-01-08
882,"Rabin, the Last Day",KL,27311.0,5.0,7940.0,1.0,2016-01-29
883,Anesthesia,IFC,26799.0,7.0,6747.0,1.0,2016-01-08
884,Valley of Love,Strand,26678.0,5.0,9849.0,2.0,2016-03-25
885,Papa (Luo shan ji dao dan ji hua),Jampa,26677.0,20.0,14644.0,20.0,2016-03-18
886,The Dog Wedding,25th Frame,26575.0,2.0,12132.0,1.0,2016-03-11
887,Los Sures,UnionDocs,26382.0,1.0,26382.0,1.0,2016-04-15
888,The New Year's Eve of Old Lee,CL,25358.0,6.0,15519.0,6.0,2016-02-12
889,Standing Tall (La tete haute),Cohen,24013.0,5.0,7488.0,2.0,2016-04-01
890,Southbound,Orch.,23665.0,25.0,6250.0,4.0,2016-02-05
891,Take Me to the River (2016),FM,23472.0,11.0,1509.0,1.0,2016-03-18
892,Sanam Teri Kasam,Eros,22121.0,32.0,22121.0,32.0,2016-02-05
893,Already Tomorrow in Hong Kong,Grav.,21206.0,11.0,14966.0,10.0,2016-02-12
894,Band of Robbers,Grav.,20555.0,11.0,14827.0,11.0,2016-01-15
895,"Kill Me, Deadly",Indic.,19960.0,2.0,11600.0,2.0,2016-04-01
896,Ktown Cowboys,Free,18863.0,4.0,12523.0,4.0,2016-03-18
897,Lolo,FR,18786.0,8.0,4242.0,1.0,2016-03-11
898,No Home Movie,Icar.,18709.0,4.0,,,2016-02-18
899,I Knew Her Well,Jan.,18010.0,1.0,9312.0,1.0,2016-02-05
900,Revelation: Dawn of Global Government,RM,14975.0,2.0,14975.0,2.0,2016-04-15
901,Remember You,CJ,14814.0,2.0,,,2016-01-15
902,Lamb (2016),Orch.,14547.0,43.0,3150.0,2.0,2016-01-08
903,Yosemite,Mont.,13931.0,4.0,4461.0,2.0,2016-01-01
904,A Space Program,Zeit.,13739.0,1.0,10247.0,1.0,2016-03-18
905,Late Spring (2016 re-release),Jan.,13254.0,1.0,6456.0,1.0,2016-03-04
906,City of Women (2016 re-issue),Cohen,12516.0,1.0,6244.0,1.0,2016-02-19
907,Neon Bull,KL,12490.0,4.0,6413.0,1.0,2016-04-08
908,Jeruzalem,EpicPics,11287.0,1.0,11287.0,1.0,2016-01-22
909,Of Mind and Music,Mont.,10847.0,3.0,932.0,1.0,2016-02-12
910,The Measure of a Man,KL,10011.0,2.0,10011.0,2.0,2016-04-15
911,River of Grass,Osci.,8846.0,2.0,2942.0,1.0,2016-03-11
912,Providence,MS,8556.0,7.0,6193.0,7.0,2016-02-12
913,We Are Twisted F***ing Sister!,MBox,8277.0,8.0,5804.0,6.0,2016-02-19
914,Mojave,A24,8253.0,26.0,3303.0,26.0,2016-01-22
915,They Will Have to Kill Us First,BBC,7516.0,2.0,4106.0,2.0,2016-03-04
916,The Preppie Connection,IFC,7138.0,2.0,5576.0,2.0,2016-03-18
917,The Brainwashing of My Dad,JSenko,7028.0,2.0,,,2016-03-18
918,Boom Bust Boom,BSM,6896.0,1.0,,,2016-03-11
919,Our Last Tango,Strand,6550.0,1.0,6550.0,1.0,2016-04-15
920,Talent Has Hunger,FRun,6418.0,1.0,3709.0,1.0,2016-03-11
921,Time Changer (2016 re-release),5&2,6168.0,2.0,2320.0,1.0,2016-02-12
922,Time Renegades,CJ,6068.0,1.0,6068.0,1.0,2016-04-15
923,Adderall Diaries,A24,5517.0,30.0,5517.0,30.0,2016-04-15
924,The Channel,Indic.,5116.0,1.0,4214.0,1.0,2016-04-08
925,A Perfect Day,IFC,5002.0,3.0,,2.0,2016-01-15
926,Automatic Hate,FM,4603.0,3.0,2346.0,1.0,2016-03-11
927,Synchronicity,Magn.,4505.0,5.0,2859.0,5.0,2016-01-22
928,Hot Water,Indic.,3028.0,2.0,1512.0,2.0,2016-03-11
929,The Dying of the Light,FRun,3006.0,1.0,996.0,1.0,2016-04-07
930,Mad Tiger,FM,2888.0,2.0,1119.0,1.0,2016-03-20
931,Marinoni: The Fire in the Frame,FRun,2772.0,3.0,488.0,2.0,2016-04-01
932,Wedding Doll,Strand,2771.0,3.0,2771.0,3.0,2016-04-15
933,White Lies,Artma,2760.0,2.0,1740.0,2.0,2016-03-04
934,Mekong Hotel,Strand,2502.0,3.0,999.0,1.0,2016-03-04
935,Burning Bodhi,Mont.,2413.0,10.0,1474.0,5.0,2016-03-18
936,I Don't Belong Anywhere: The Cinema of Chantal Akerman,Icar.,1893.0,2.0,389.0,2.0,2016-03-28
937,Miss India America,MarVista,1598.0,3.0,687.0,3.0,2016-03-24
938,Hyena Road,Gold.,1430.0,10.0,1430.0,10.0,2016-03-11
939,Yalom's Cure,FRun,1164.0,1.0,684.0,1.0,2016-03-11
940,In Harmony,Distrib.,809.0,1.0,809.0,1.0,2016-04-15
941,Next Time I'll Aim for the Heart,Distrib.,714.0,1.0,310.0,1.0,2016-04-01
942,Memoria,Mont.,134.0,1.0,47.0,1.0,2016-04-08
943,,,,,,,
944,"$2,385,378,982",-,,,,,
945,"$12,108,523",-,,,,,
946,,,,,,,
