title,studio,gross,total theaters,opening gross,opening theaters,release,wiki views
Love is in the Air,Focus,8425.0,6.0,4937.0,6.0,2014-01-31,
Eternity the Movie,Indic.,8350.0,1.0,1582.0,1.0,2014-10-17,
Gringo Trails,Icar.,8349.0,2.0,158.0,1.0,2014-04-19,
Life Partners,Magn.,8265.0,3.0,2665.0,3.0,2014-12-05,
,,,,,,,
"$10,435,358,613",-,,,,,,
"$14,865,183",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2014  Jan. 31, 2014  Feb. 28, 2014  Mar. 31, 2014  Apr. 30, 2014  May 31, 2014  Jun. 30, 2014  Jul. 31, 2014  Aug. 31, 2014  Sep. 30, 2014  Oct. 31, 2014  Nov. 30, 2014  Dec. 31, 2014  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2014  2015  )","Data as of:  Today  Today in 2014  Jan. 31, 2014  Feb. 28, 2014  Mar. 31, 2014  Apr. 30, 2014  May 31, 2014  Jun. 30, 2014  Jul. 31, 2014  Aug. 31, 2014  Sep. 30, 2014  Oct. 31, 2014  Nov. 30, 2014  Dec. 31, 2014  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2014  2015  )",,,,,,
,,,,,,,
Empty Hours,Strand,8244.0,3.0,1366.0,1.0,2014-07-11,
Gladiators of Rome,VPD,8201.0,11.0,1920.0,1.0,2014-11-11,
Next Year Jerusalem,FRun,8093.0,2.0,2590.0,1.0,2014-05-16,
Rigor Mortis,WGUSA,7865.0,10.0,7865.0,10.0,2014-06-06,
Archipelago,KL,7791.0,1.0,,,2014-06-27,
Faith Connections,KL,7772.0,2.0,,,2014-09-12,
Come Back to Me,Free,7744.0,10.0,4156.0,10.0,2014-07-25,
Iceman (2014),WGUSA,7679.0,6.0,4698.0,6.0,2014-09-19,
The Little Bedroom,Libre,7440.0,3.0,2981.0,1.0,2014-09-26,
Raze,IFC,7429.0,2.0,3453.0,2.0,2014-01-10,
I Am Ali,Focus,7205.0,11.0,4178.0,11.0,2014-10-10,
The Strange Color of Your Body's Tears,Strand,7182.0,3.0,1535.0,2.0,2014-08-29,
ABCs of Death 2,Magn.,7171.0,17.0,4022.0,17.0,2014-10-31,
Stage Fright (2014),Magn.,7078.0,11.0,3562.0,11.0,2014-05-09,
Plot for Peace,,7051.0,2.0,2554.0,2.0,2014-10-31,
Very Good Girls,WGUSA,6940.0,9.0,4102.0,9.0,2014-07-25,
Pioneer,Magn.,6871.0,3.0,1857.0,2.0,2014-12-05,
"No God, No Master",Mont.,6796.0,5.0,,,2014-03-28,
Before You Know It,TFC,6717.0,3.0,1591.0,1.0,2014-05-30,
Will You Still Love Me Tomorrow,FM,6694.0,3.0,2969.0,3.0,2014-01-17,
Aatsinki: The Story of Arctic Cowboys,Argo.,6601.0,2.0,2842.0,1.0,2014-01-24,
Life of a King,MNE,6547.0,16.0,4231.0,16.0,2014-01-17,
Jews of Egypt,Artma,6505.0,2.0,2179.0,1.0,2014-03-28,
The Adventurer: The Curse of the Midas Box,TFA,6399.0,82.0,4756.0,82.0,2014-01-10,5.0
Manuscripts Don't Burn,KL,6295.0,2.0,,,2014-07-25,
Tip Top,KL,6050.0,1.0,,,2014-12-12,
Love and Air Sex,Trib.,6047.0,1.0,,,2014-02-07,
Cavemen,WGUSA,5948.0,12.0,3544.0,12.0,2014-02-07,
Gang of Ghosts,Eros,5906.0,20.0,4520.0,20.0,2014-03-21,
The Strange Little Cat,KS,5885.0,1.0,3594.0,1.0,2014-08-01,
"2 Autumns, 3 Winters",FM,5819.0,1.0,2163.0,1.0,2014-06-06,
The Devil's Hand,RAtt.,5746.0,17.0,4239.0,17.0,2014-10-10,
Papirosen,FM,5658.0,1.0,,,2014-01-24,
Kid Cannabis,WGUSA,5565.0,1.0,5565.0,1.0,2014-04-18,
Gabrielle (2014),EOne,5534.0,1.0,3024.0,1.0,2014-04-18,
Flex is Kings,BBFR,5418.0,1.0,3152.0,1.0,2014-04-04,
The Only Real Game,TORG,5384.0,1.0,1130.0,1.0,2014-03-07,
Return to Nuke 'Em High Volume 1,Anch.,5122.0,1.0,3226.0,1.0,2014-01-10,
Sleepwalker,IFC,5012.0,1.0,2636.0,1.0,2014-11-21,
Nothing Bad Can Happen,Drft.,4870.0,8.0,2853.0,4.0,2014-06-27,
Half the Road,FRun,4783.0,2.0,1613.0,2.0,2014-04-18,
Death Metal Angola,TVC,4674.0,1.0,895.0,1.0,2014-11-07,
Smiling Through the Apocalypse,FRun,4560.0,1.0,2590.0,1.0,2014-09-12,
Unrelated,KL,4529.0,1.0,,,2014-06-27,
The Truth About Emanuel,Trib.,4404.0,11.0,,10.0,2014-01-10,
Anna,VE,4288.0,15.0,2541.0,15.0,2014-06-06,
Free the Nipple,IFC,4198.0,1.0,606.0,1.0,2014-12-12,
Thunder and the House of Magic!,Shout!,4091.0,10.0,4091.0,10.0,2014-09-05,
Maidan,CGld,3909.0,1.0,1847.0,1.0,2014-12-12,
Beyond Outrage,Magn.,3878.0,1.0,1938.0,1.0,2014-01-03,
Swim Little Fish Swim,UTMW,3877.0,2.0,,,2014-09-19,
Hollidaysburg,SM,3861.0,1.0,1713.0,1.0,2014-09-19,
The Word,SSP,3648.0,1.0,3648.0,1.0,2014-03-14,
Stop the Pounding Heart,BWP,3642.0,1.0,2363.0,1.0,2014-09-19,
Hide Your Smiling Faces,Trib.,3576.0,1.0,,,2014-03-28,
Evolution of a Criminal,TFC,3568.0,1.0,,,2014-10-10,
Locker 13,BIP,3496.0,3.0,2468.0,3.0,2014-03-28,
The Hacker Wars,Vita.,3470.0,1.0,2958.0,1.0,2014-10-17,
Aftermath (2014),Free,3451.0,1.0,1124.0,1.0,2014-11-28,
Life's a Breeze,Magn.,3450.0,2.0,1361.0,2.0,2014-09-19,
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3313.0,4.0,,,2014-05-30,
The Girl on the Train (2014),Mont.,3124.0,2.0,211.0,1.0,2014-07-04,
Showrunners: The Art of Running a TV Show,SD,3100.0,1.0,3100.0,1.0,2014-10-31,
What Now? Remind Me,CGld,3089.0,1.0,1434.0,1.0,2014-08-08,
French Gigolo (Cliente),IFC,3021.0,,,,2014-03-21,
Fatal Assistance,Velv.,3000.0,1.0,3000.0,1.0,2014-02-28,
V/H/S: Viral,Magn.,2756.0,5.0,1221.0,4.0,2014-11-21,
Black Out,DR,2734.0,10.0,1749.0,10.0,2014-02-21,
Mercedes Sosa: The Voice of Latin America,FRun,2648.0,1.0,1415.0,1.0,2014-01-24,
Refuge,Strand,2631.0,1.0,1274.0,1.0,2014-03-28,
Indigo Children,SE,2621.0,1.0,1829.0,1.0,2014-01-17,
Jake Squared,Free,2592.0,1.0,1681.0,1.0,2014-08-15,
McCanick,WGUSA,2572.0,8.0,1929.0,8.0,2014-03-21,
Two-Bit Waltz,Mont.,2540.0,3.0,136.0,1.0,2014-10-24,
The Wait,Mont.,2480.0,3.0,161.0,1.0,2014-01-10,
The Protector 2,Magn.,2463.0,1.0,270.0,1.0,2014-05-02,
Evergreen: The Road to Legalization,FRun,2363.0,3.0,189.0,1.0,2014-06-13,
Moebius,FM,2340.0,1.0,876.0,1.0,2014-08-01,
Infliction,FTP,2256.0,2.0,816.0,1.0,2014-03-16,
Missionary,Free,2120.0,10.0,2120.0,10.0,2014-10-31,
Missionary,Free,2120.0,10.0,2120.0,10.0,2014-10-31,
The Right Kind of Wrong,Magn.,2098.0,1.0,593.0,1.0,2014-03-14,
Algorithms,FRun,2021.0,1.0,317.0,1.0,2014-10-17,
Open Windows,Cdgm.,1750.0,,,,2014-11-07,
Mr. Pip,Free,1714.0,10.0,1714.0,10.0,2014-11-07,
More Than the Rainbow,FRun,1677.0,1.0,1082.0,1.0,2014-05-02,
Summer in February,Trib.,1624.0,1.0,,,2014-01-17,
Rhymes for Young Ghouls,Mont.,1529.0,3.0,141.0,2.0,2014-10-24,
Postman Pat: The Movie,Shout!,1519.0,2.0,1254.0,2.0,2014-06-27,
Souldier,PDF,1500.0,2.0,900.0,2.0,2014-02-21,
Ragnarok,Magn.,1369.0,2.0,522.0,1.0,2014-08-22,
The Tower (2014),MBox,1117.0,1.0,726.0,1.0,2014-11-07,
Anything For Alice,Rialto,1092.0,1.0,738.0,1.0,2014-12-17,
We Are the Giant,MBox,1088.0,2.0,1088.0,2.0,2014-12-12,
The Butterfly Room,AD,1081.0,1.0,1081.0,1.0,2014-04-11,
Demi-Soeur,Rialto,943.0,1.0,634.0,1.0,2014-02-07,
A People Uncounted,FRun,930.0,1.0,390.0,1.0,2014-05-16,
Jackpot,DR,806.0,2.0,806.0,2.0,2014-06-27,15.0
Grand Depart,Rialto,677.0,1.0,339.0,1.0,2014-05-23,
Skinless,PPF,400.0,1.0,168.0,1.0,2014-03-08,
,,,,,,,
"$10,435,358,613",-,,,,,,
"$14,865,183",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2014  Jan. 31, 2014  Feb. 28, 2014  Mar. 31, 2014  Apr. 30, 2014  May 31, 2014  Jun. 30, 2014  Jul. 31, 2014  Aug. 31, 2014  Sep. 30, 2014  Oct. 31, 2014  Nov. 30, 2014  Dec. 31, 2014  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2014  2015  )","Data as of:  Today  Today in 2014  Jan. 31, 2014  Feb. 28, 2014  Mar. 31, 2014  Apr. 30, 2014  May 31, 2014  Jun. 30, 2014  Jul. 31, 2014  Aug. 31, 2014  Sep. 30, 2014  Oct. 31, 2014  Nov. 30, 2014  Dec. 31, 2014  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2014  2015  )",,,,,,
,,,,,,,
Star Wars: The Force Awakens,BV,935832841.0,4134.0,247966675.0,4134.0,2015-12-18,5886907.0
Jurassic World,Uni.,652270625.0,4291.0,208806270.0,4274.0,2015-06-12,2693471.0
Avengers: Age of Ultron,BV,459005868.0,4276.0,191271109.0,4276.0,2015-05-01,4282525.0
Inside Out,BV,356461711.0,4158.0,90440272.0,3946.0,2015-06-19,637463.0
Furious 7,Uni.,353007020.0,4022.0,147187040.0,4004.0,2015-04-03,3253577.0
Minions,Uni.,336045770.0,4311.0,115718405.0,4301.0,2015-07-10,943168.0
The Hunger Games: Mockingjay - Part 2,LGF,281723902.0,4175.0,102665981.0,4175.0,2015-11-20,
The Martian,Fox,228433663.0,3854.0,54308575.0,3831.0,2015-10-02,1412936.0
Cinderella (2015),BV,201151353.0,3848.0,67877361.0,3845.0,2015-03-13,
Spectre,Sony,200074609.0,3929.0,70403148.0,3929.0,2015-11-06,2561913.0
Mission: Impossible - Rogue Nation,Par.,195042377.0,3988.0,55520089.0,3956.0,2015-07-31,
Pitch Perfect 2,Uni.,184296230.0,3660.0,69216890.0,3473.0,2015-05-15,849644.0
The Revenant,Fox,183287861.0,3711.0,474560.0,4.0,2015-12-25,966568.0
Ant-Man,BV,180202163.0,3868.0,57225526.0,3856.0,2015-07-17,1409647.0
Home (2015),Fox,177397510.0,3801.0,52107731.0,3708.0,2015-03-27,
Hotel Transylvania 2,Sony,169700110.0,3768.0,48464322.0,3754.0,2015-09-25,235737.0
Fifty Shades of Grey,Uni.,166167230.0,3655.0,85171450.0,3646.0,2015-02-13,1974043.0
The SpongeBob Movie: Sponge Out of Water,Par.,162994032.0,3680.0,55365012.0,3641.0,2015-02-06,370234.0
Straight Outta Compton,Uni.,161197785.0,3142.0,60200180.0,2757.0,2015-08-14,1284689.0
San Andreas,WB,155190832.0,3812.0,54588173.0,3777.0,2015-05-29,465971.0
Mad Max: Fury Road,WB,153636354.0,3722.0,45428128.0,3702.0,2015-05-15,2202330.0
Daddy's Home,Par.,150357137.0,3483.0,38740203.0,3271.0,2015-12-25,140716.0
The Divergent Series: Insurgent,LG/S,130179072.0,3875.0,52263680.0,3875.0,2015-03-20,455944.0
The Peanuts Movie,Fox,130178411.0,3902.0,44213073.0,3897.0,2015-11-06,282233.0
Kingsman: The Secret Service,Fox,128261724.0,3282.0,36206331.0,3204.0,2015-02-13,1026132.0
The Good Dinosaur,BV,123087120.0,3749.0,39155217.0,3749.0,2015-11-25,341316.0
Spy,Fox,110825712.0,3715.0,29085719.0,3711.0,2015-06-05,368524.0
Trainwreck,Uni.,110212700.0,3171.0,30097040.0,3158.0,2015-07-17,460953.0
Creed,WB,109767581.0,3502.0,29632823.0,3404.0,2015-11-25,533405.0
Tomorrowland,BV,93436322.0,3972.0,33028165.0,3972.0,2015-05-22,689052.0
Get Hard,WB,90411453.0,3212.0,33803253.0,3175.0,2015-03-27,167588.0
Terminator: Genisys,Par.,89760956.0,3783.0,27018486.0,3758.0,2015-07-01,
Taken 3,Fox,89256424.0,3594.0,39201657.0,3594.0,2015-01-09,697857.0
Sisters,Uni.,87044645.0,2978.0,13922855.0,2962.0,2015-12-18,168327.0
Alvin and the Chipmunks: The Road Chip,Fox,85831416.0,3705.0,14287159.0,3653.0,2015-12-18,177320.0
Maze Runner: The Scorch Trials,Fox,81697192.0,3792.0,30316510.0,3791.0,2015-09-18,444240.0
Ted 2,Uni.,81476385.0,3448.0,33507870.0,3442.0,2015-06-26,299818.0
Goosebumps,Sony,80080379.0,3618.0,23618556.0,3501.0,2015-10-16,297549.0
Pixels,Sony,78747585.0,3723.0,24011616.0,3723.0,2015-07-24,528656.0
Paddington,W/Dim.,76271832.0,3355.0,18966676.0,3303.0,2015-01-16,236146.0
The Intern,WB,75764672.0,3320.0,17728313.0,3305.0,2015-09-25,207009.0
Bridge of Spies,BV,72313754.0,2873.0,15371203.0,2811.0,2015-10-16,490778.0
Paul Blart: Mall Cop 2,Sony,71038190.0,3633.0,23762435.0,3633.0,2015-04-17,178227.0
The Big Short,Par.,70259870.0,2529.0,705527.0,8.0,2015-12-11,451167.0
War Room,TriS,67790117.0,1945.0,11351389.0,1135.0,2015-08-28,50245.0
Magic Mike XXL,WB,66013057.0,3376.0,12857184.0,3355.0,2015-07-01,456160.0
The Visit,Uni.,65206105.0,3148.0,25427560.0,3069.0,2015-09-11,0.0
The Wedding Ringer,SGem,64460211.0,3003.0,20649306.0,3003.0,2015-01-16,172836.0
Black Mass,WB,62575678.0,3188.0,22635037.0,3188.0,2015-09-18,552064.0
Vacation,WB (NL),58884188.0,3430.0,14681108.0,3411.0,2015-07-29,201891.0
The Perfect Guy,SGem,57027435.0,2230.0,25888154.0,2221.0,2015-09-11,139021.0
Joy,Fox,56451232.0,2924.0,17015168.0,2896.0,2015-12-25,670893.0
Fantastic Four,Fox,56117548.0,4004.0,25685737.0,3995.0,2015-08-07,1325568.0
The Hateful Eight,Wein.,54109204.0,2938.0,4610676.0,100.0,2015-12-25,789783.0
Focus (2015),WB,53862963.0,3323.0,18685137.0,3323.0,2015-02-27,
Southpaw,Wein.,52421953.0,2772.0,16701294.0,2772.0,2015-07-24,405320.0
Insidious Chapter 3,Focus,52218558.0,3014.0,22692741.0,3002.0,2015-06-05,
Poltergeist (2015),Fox,47425125.0,3242.0,22620386.0,3240.0,2015-05-22,
Jupiter Ascending,WB,47387723.0,3181.0,18372372.0,3181.0,2015-02-06,975667.0
Sicario,LGF,46889293.0,2620.0,401288.0,6.0,2015-09-18,234668.0
The Man From U.N.C.L.E.,WB,45445109.0,3673.0,13421036.0,3638.0,2015-08-14,
Spotlight,ORF,44829016.0,1227.0,295009.0,5.0,2015-11-06,231431.0
"McFarland, USA",BV,44482410.0,2792.0,11020798.0,2755.0,2015-02-20,176660.0
The Gift (2015),STX,43787265.0,2503.0,11854273.0,2503.0,2015-08-07,
Everest (2015),Uni.,43482270.0,3009.0,7222035.0,545.0,2015-09-18,
The Night Before,Sony,43047372.0,2960.0,9880536.0,2960.0,2015-11-20,166165.0
Krampus,Uni.,42725475.0,2919.0,16293325.0,2902.0,2015-12-04,521556.0
Max (2015),WB,42656255.0,2870.0,12155254.0,2855.0,2015-06-26,
The Age of Adaline,LGF,42629776.0,3070.0,13203458.0,2991.0,2015-04-24,306856.0
Brooklyn,FoxS,38231771.0,962.0,187281.0,5.0,2015-11-04,178084.0
The Longest Ride,Fox,37446117.0,3371.0,13019686.0,3366.0,2015-04-10,215984.0
The Boy Next Door,Uni.,35423380.0,2615.0,14910105.0,2602.0,2015-01-23,365200.0
Pan,WB,35088320.0,3515.0,15315435.0,3515.0,2015-10-09,457565.0
Hot Pursuit,WB,34580201.0,3037.0,13942258.0,3003.0,2015-05-08,172603.0
Concussion (2015),Sony,34542474.0,2841.0,10513749.0,2841.0,2015-12-25,
The DUFF,LGF,34030343.0,2622.0,10809149.0,2575.0,2015-02-20,
Woman in Gold,Wein.,33307793.0,2011.0,2091551.0,258.0,2015-04-01,217590.0
The Second Best Exotic Marigold Hotel,FoxS,33078266.0,2022.0,8540370.0,1573.0,2015-03-06,222567.0
Unfriended,Uni.,32482090.0,2775.0,15845115.0,2739.0,2015-04-17,596604.0
Entourage,WB,32363404.0,3108.0,10283250.0,3108.0,2015-06-03,291894.0
Paper Towns,Fox,32000304.0,3031.0,12650140.0,3031.0,2015-07-24,288175.0
Chappie,Sony,31569268.0,3201.0,13346782.0,3201.0,2015-03-06,693731.0
Crimson Peak,Uni.,31090320.0,2991.0,13143310.0,2984.0,2015-10-16,765173.0
A Walk in the Woods,BG,29504281.0,2158.0,8246267.0,1960.0,2015-09-02,79288.0
Point Break (2015),WB,28782481.0,2910.0,9800252.0,2910.0,2015-12-25,
Sinister 2,Focus,27740955.0,2799.0,10542116.0,2766.0,2015-08-21,244703.0
The Last Witch Hunter,LG/S,27367660.0,3082.0,10812861.0,3082.0,2015-10-23,282891.0
No Escape,Wein.,27288872.0,3415.0,8111264.0,3355.0,2015-08-26,215139.0
Ricki and the Flash,TriS,26822144.0,2064.0,6610961.0,1603.0,2015-08-07,174931.0
The Woman in Black 2: Angel of Death,Rela.,26501323.0,2602.0,15027415.0,2602.0,2015-01-02,
Run All Night,WB,26461644.0,3171.0,11012305.0,3171.0,2015-03-13,201829.0
Love the Coopers,LGF,26302731.0,2603.0,8317545.0,2603.0,2015-11-13,88282.0
The Lazarus Effect,Rela.,25801047.0,2666.0,10203437.0,2666.0,2015-02-27,206810.0
Ex Machina,A24,25442958.0,2004.0,237264.0,4.0,2015-04-10,394909.0
In the Heart of the Sea,WB,25020758.0,3103.0,11053366.0,3103.0,2015-12-11,464582.0
The Gallows,WB,22764410.0,2720.0,9808463.0,2720.0,2015-07-10,239447.0
Hitman: Agent 47,Fox,22467450.0,3273.0,8326530.0,3261.0,2015-08-21,341578.0
Project Almanac,Par.,22348241.0,2900.0,8310252.0,2893.0,2015-01-30,164596.0
Black or White,Rela.,21571189.0,1823.0,6213362.0,1823.0,2015-01-30,
Aloha,Sony,21067116.0,2815.0,9670235.0,2815.0,2015-05-29,146651.0
,,,,,,,
"$11,092,426,656",-,,,,,,
"$15,891,729",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,,
,,,,,,,
The Secret in their Eyes (2015),STX,20180155.0,2392.0,6652996.0,2392.0,2015-11-20,
Shaun the Sheep Movie,LGF,19375982.0,2360.0,4038962.0,2320.0,2015-08-05,72675.0
Still Alice,SPC,18754371.0,1318.0,197000.0,12.0,2015-01-16,297273.0
Paranormal Activity: The Ghost Dimension,Par.,18300124.0,1656.0,8070493.0,1656.0,2015-10-23,231005.0
Steve Jobs,Uni.,17766658.0,2493.0,521522.0,4.0,2015-10-09,295283.0
Mr. Holmes,RAtt.,17737646.0,898.0,2434908.0,361.0,2015-07-17,121771.0
Dope,ORF,17506470.0,2002.0,6100010.0,2002.0,2015-06-19,3104.0
Seventh Son,Uni.,17223265.0,2875.0,7217640.0,2875.0,2015-02-06,416754.0
Monkey Kingdom,BV,16432322.0,2012.0,4577861.0,2012.0,2015-04-17,44972.0
The Transporter Refueled,EC,16029670.0,3434.0,7355622.0,3434.0,2015-09-04,120448.0
Room,A24,14674733.0,862.0,118298.0,4.0,2015-10-16,170520.0
It Follows,RTWC,14674076.0,1655.0,160089.0,4.0,2015-03-13,319203.0
American Ultra,LGF,14440985.0,2778.0,5454284.0,2778.0,2015-08-21,224276.0
Woodlawn,PFR,14394097.0,1553.0,4002226.0,1553.0,2015-10-16,75072.0
Burnt,Wein.,13651946.0,3003.0,5002521.0,3003.0,2015-10-30,97799.0
Do You Believe?,PFR,12985600.0,1356.0,3591282.0,1320.0,2015-03-20,50598.0
Carol,Wein.,12711491.0,790.0,253510.0,4.0,2015-11-20,149017.0
Love & Mercy,RAtt.,12551031.0,791.0,2122177.0,481.0,2015-06-05,57296.0
Strange Magic,BV,12429583.0,3020.0,5504441.0,3020.0,2015-01-23,141148.0
Hot Tub Time Machine 2,Par.,12314651.0,2901.0,5963324.0,2880.0,2015-02-20,172917.0
Self/Less,Focus,12279691.0,2353.0,5403460.0,2353.0,2015-07-10,
Far from the Madding Crowd,FoxS,12236500.0,902.0,164985.0,10.0,2015-05-01,105060.0
The 33,WB,12227722.0,2452.0,5787266.0,2452.0,2015-11-13,170562.0
The Danish Girl,Focus,11114018.0,794.0,187318.0,4.0,2015-11-27,171376.0
The Gunman,ORF,10664749.0,2816.0,5028702.0,2816.0,2015-03-20,166580.0
Unfinished Business,Fox,10219501.0,2777.0,4772613.0,2777.0,2015-03-06,131761.0
The Walk,TriS,10137502.0,2509.0,1560299.0,448.0,2015-09-30,163460.0
The Lady in the Van,SPC,9738796.0,602.0,,,2015-12-04,59474.0
Un Gallo con Muchos Huevos,LGF,9080818.0,616.0,3424702.0,395.0,2015-09-04,
Amy,A24,8413144.0,435.0,222500.0,6.0,2015-07-03,112047.0
Bajrangi Bhaijaan,Eros,8178001.0,257.0,2621282.0,257.0,2015-07-17,1244141.0
Dragon Ball Z: Resurrection 'F',FUN,8008363.0,913.0,1817937.0,183.0,2015-08-04,
Blackhat,Uni.,8005980.0,2568.0,3901815.0,2567.0,2015-01-16,262961.0
Trumbo (2015),BST,7857741.0,660.0,74177.0,5.0,2015-11-06,
Mortdecai,LGF,7696134.0,2648.0,4200586.0,2648.0,2015-01-23,344836.0
While We're Young,A24,7587485.0,762.0,227688.0,4.0,2015-03-27,
I'll See You In My Dreams,BST,7449681.0,290.0,52091.0,3.0,2015-05-15,9833.0
The Green Inferno,HTR,7192291.0,1543.0,3520626.0,1540.0,2015-09-25,
Our Brand Is Crisis (2015),WB,7002261.0,2202.0,3238433.0,2202.0,2015-10-30,
Grandma (2015),SPC,6980524.0,1061.0,115540.0,4.0,2015-08-21,
Me and Earl and the Dying Girl,FoxS,6758416.0,870.0,196496.0,15.0,2015-06-12,58366.0
Baahubali: The Beginning,BSC,6738000.0,236.0,3575000.0,236.0,2015-07-09,1143411.0
Bajirao Mastani,Eros,6557047.0,304.0,1744975.0,304.0,2015-12-18,
Little Boy,ORF,6485961.0,1045.0,2750356.0,1045.0,2015-04-24,52039.0
The Loft,ORF,6002684.0,1841.0,2747342.0,1841.0,2015-01-30,
Victor Frankenstein,Fox,5775076.0,2797.0,2469341.0,2797.0,2015-11-25,191981.0
Danny Collins,BST,5637066.0,739.0,72459.0,5.0,2015-03-20,54670.0
Dilwale,UTV,4871263.0,268.0,1920402.0,268.0,2015-12-17,994302.0
90 Minutes in Heaven,Gold.,4842699.0,899.0,2035273.0,878.0,2015-09-11,39405.0
True Story,FoxS,4719695.0,856.0,1950214.0,831.0,2015-04-17,150619.0
Suffragette,Focus,4702420.0,517.0,76244.0,4.0,2015-10-23,143905.0
Prem Ratan Dhan Payo,FIP,4364639.0,287.0,2425585.0,287.0,2015-11-12,1039494.0
45 Years,IFC,4247285.0,251.0,65775.0,3.0,2015-12-23,41523.0
The Water Diviner,WB,4196641.0,385.0,1220335.0,320.0,2015-04-24,196905.0
Irrational Man,SPC,4030360.0,925.0,175312.0,7.0,2015-07-17,68476.0
Anomalisa,Par.,3759286.0,573.0,135222.0,4.0,2015-12-30,74260.0
Scouts Guide to the Zombie Apocalypse,Par.,3703046.0,1509.0,1841007.0,1509.0,2015-10-30,46432.0
A La Mala,LGF,3629842.0,384.0,1402118.0,384.0,2015-02-27,
Spare Parts,LGF,3618912.0,440.0,1335768.0,440.0,2015-01-16,67193.0
We Are Your Friends,WB,3591417.0,2333.0,1767308.0,2333.0,2015-08-28,278052.0
What We Do in the Shadows,U/P,3469224.0,154.0,88940.0,5.0,2015-02-13,
Learning to Drive,BG,3447633.0,339.0,66015.0,4.0,2015-08-21,
Phoenix (2015),IFC,3184472.0,197.0,30296.0,2.0,2015-07-24,
Wild Tales,SPC,3106530.0,122.0,85100.0,4.0,2015-02-20,78883.0
Dil Dhadakne Do,Eros,3066100.0,238.0,1326267.0,238.0,2015-06-05,
Ladrones,LGF,3063505.0,375.0,1411031.0,375.0,2015-10-09,
Tanu Weds Manu Returns,Eros,3044347.0,136.0,1006476.0,136.0,2015-05-22,258929.0
Rock The Kasbah,ORF,3020664.0,2012.0,1470592.0,2012.0,2015-10-23,
The End of the Tour,A24,3002884.0,355.0,123238.0,4.0,2015-07-31,1193.0
Youth,FoxS,2703296.0,149.0,78085.0,4.0,2015-12-04,105622.0
He Named Me Malala,FoxS,2668936.0,477.0,61808.0,4.0,2015-10-02,29534.0
Chi-Raq,RAtt.,2653032.0,305.0,1198453.0,305.0,2015-12-04,
Captive (2015),Par.,2583301.0,807.0,1393243.0,806.0,2015-09-18,
Truth,SPC,2541854.0,1122.0,66232.0,6.0,2015-10-16,121199.0
Mistress America,FoxS,2500431.0,512.0,93206.0,4.0,2015-08-14,33600.0
Pawn Sacrifice,BST,2436633.0,781.0,202053.0,33.0,2015-09-16,105214.0
2015 Oscar Nominated Short Films,Shrts.,2412593.0,280.0,416850.0,118.0,2015-01-30,
Meru,MBox,2334228.0,176.0,91279.0,7.0,2015-08-14,
